#    L    TT             EE             TE             PP             TP          
   322   0.333728E+04   0.131395E+02   0.118195E+03   0.158668E+07   0.880019E+03
   323   0.330421E+04   0.133274E+02   0.117701E+03   0.158091E+07   0.871782E+03
   324   0.327129E+04   0.135149E+02   0.117171E+03   0.157517E+07   0.863609E+03
   325   0.323854E+04   0.137021E+02   0.116603E+03   0.156946E+07   0.855499E+03
   326   0.320596E+04   0.138888E+02   0.115997E+03   0.156378E+07   0.847453E+03
   327   0.317357E+04   0.140749E+02   0.115354E+03   0.155813E+07   0.839472E+03
   328   0.314137E+04   0.142603E+02   0.114673E+03   0.155251E+07   0.831555E+03
   329   0.310937E+04   0.144451E+02   0.113957E+03   0.154693E+07   0.823702E+03
   330   0.307758E+04   0.146290E+02   0.113204E+03   0.154137E+07   0.815914E+03
   331   0.304601E+04   0.148122E+02   0.112414E+03   0.153584E+07   0.808190E+03
   332   0.301467E+04   0.149944E+02   0.111588E+03   0.153035E+07   0.800532E+03
   333   0.298357E+04   0.151756E+02   0.110727E+03   0.152488E+07   0.792939E+03
   334   0.295270E+04   0.153558E+02   0.109830E+03   0.151944E+07   0.785412E+03
   335   0.292210E+04   0.155348E+02   0.108898E+03   0.151403E+07   0.777949E+03
   336   0.289175E+04   0.157125E+02   0.107932E+03   0.150865E+07   0.770553E+03
   337   0.286167E+04   0.158891E+02   0.106932E+03   0.150330E+07   0.763222E+03
   338   0.283187E+04   0.160643E+02   0.105897E+03   0.149797E+07   0.755958E+03
   339   0.280236E+04   0.162380E+02   0.104830E+03   0.149268E+07   0.748760E+03
   340   0.277314E+04   0.164104E+02   0.103731E+03   0.148741E+07   0.741628E+03
   341   0.274422E+04   0.165812E+02   0.102598E+03   0.148217E+07   0.734563E+03
   342   0.271560E+04   0.167503E+02   0.101433E+03   0.147695E+07   0.727564E+03
   343   0.268730E+04   0.169177E+02   0.100236E+03   0.147176E+07   0.720633E+03
   344   0.265931E+04   0.170832E+02   0.990079E+02   0.146660E+07   0.713769E+03
   345   0.263163E+04   0.172469E+02   0.977482E+02   0.146147E+07   0.706972E+03
   346   0.260429E+04   0.174086E+02   0.964573E+02   0.145636E+07   0.700242E+03
   347   0.257726E+04   0.175682E+02   0.951358E+02   0.145127E+07   0.693580E+03
   348   0.255058E+04   0.177257E+02   0.937839E+02   0.144621E+07   0.686986E+03
   349   0.252424E+04   0.178811E+02   0.924037E+02   0.144118E+07   0.680460E+03
   350   0.249825E+04   0.180342E+02   0.909944E+02   0.143617E+07   0.674002E+03
   351   0.247262E+04   0.181851E+02   0.895577E+02   0.143119E+07   0.667613E+03
   352   0.244737E+04   0.183337E+02   0.880941E+02   0.142623E+07   0.661290E+03
   353   0.242248E+04   0.184800E+02   0.866037E+02   0.142130E+07   0.655032E+03
   354   0.239798E+04   0.186238E+02   0.850888E+02   0.141638E+07   0.648837E+03
   355   0.237386E+04   0.187651E+02   0.835485E+02   0.141150E+07   0.642703E+03
   356   0.235014E+04   0.189040E+02   0.819837E+02   0.140664E+07   0.636630E+03
   357   0.232680E+04   0.190402E+02   0.803951E+02   0.140180E+07   0.630615E+03
   358   0.230387E+04   0.191737E+02   0.787835E+02   0.139698E+07   0.624656E+03
   359   0.228134E+04   0.193044E+02   0.771487E+02   0.139219E+07   0.618752E+03
   360   0.225921E+04   0.194323E+02   0.754924E+02   0.138742E+07   0.612900E+03
   361   0.223748E+04   0.195573E+02   0.738135E+02   0.138268E+07   0.607101E+03
   362   0.221617E+04   0.196793E+02   0.721138E+02   0.137795E+07   0.601350E+03
   363   0.219527E+04   0.197983E+02   0.703939E+02   0.137325E+07   0.595648E+03
   364   0.217479E+04   0.199142E+02   0.686546E+02   0.136858E+07   0.589992E+03
   365   0.215474E+04   0.200270E+02   0.668966E+02   0.136392E+07   0.584381E+03
   366   0.213511E+04   0.201367E+02   0.651207E+02   0.135929E+07   0.578812E+03
   367   0.211591E+04   0.202431E+02   0.633277E+02   0.135468E+07   0.573284E+03
   368   0.209714E+04   0.203462E+02   0.615183E+02   0.135010E+07   0.567796E+03
   369   0.207880E+04   0.204460E+02   0.596935E+02   0.134553E+07   0.562345E+03
   370   0.206090E+04   0.205424E+02   0.578537E+02   0.134099E+07   0.556930E+03
   371   0.204344E+04   0.206356E+02   0.560000E+02   0.133647E+07   0.551550E+03
   372   0.202642E+04   0.207251E+02   0.541330E+02   0.133197E+07   0.546202E+03
   373   0.200984E+04   0.208113E+02   0.522535E+02   0.132749E+07   0.540885E+03
   374   0.199371E+04   0.208939E+02   0.503623E+02   0.132303E+07   0.535597E+03
   375   0.197801E+04   0.209730E+02   0.484600E+02   0.131860E+07   0.530337E+03
   376   0.196276E+04   0.210485E+02   0.465476E+02   0.131418E+07   0.525102E+03
   377   0.194797E+04   0.211203E+02   0.446256E+02   0.130979E+07   0.519891E+03
   378   0.193361E+04   0.211883E+02   0.426949E+02   0.130541E+07   0.514703E+03
   379   0.191970E+04   0.212526E+02   0.407563E+02   0.130106E+07   0.509535E+03
   380   0.190625E+04   0.213132E+02   0.388104E+02   0.129673E+07   0.504386E+03
   381   0.189324E+04   0.213699E+02   0.368580E+02   0.129242E+07   0.499255E+03
   382   0.188069E+04   0.214226E+02   0.348999E+02   0.128813E+07   0.494139E+03
   383   0.186858E+04   0.214715E+02   0.329369E+02   0.128385E+07   0.489036E+03
   384   0.185693E+04   0.215165E+02   0.309700E+02   0.127960E+07   0.483946E+03
   385   0.184572E+04   0.215575E+02   0.289997E+02   0.127537E+07   0.478866E+03
   386   0.183496E+04   0.215947E+02   0.270272E+02   0.127116E+07   0.473795E+03
   387   0.182466E+04   0.216280E+02   0.250532E+02   0.126697E+07   0.468731E+03
   388   0.181479E+04   0.216573E+02   0.230785E+02   0.126279E+07   0.463672E+03
   389   0.180537E+04   0.216828E+02   0.211039E+02   0.125864E+07   0.458617E+03
   390   0.179640E+04   0.217043E+02   0.191304E+02   0.125450E+07   0.453563E+03
   391   0.178787E+04   0.217218E+02   0.171587E+02   0.125039E+07   0.448510E+03
   392   0.177977E+04   0.217354E+02   0.151896E+02   0.124629E+07   0.443455E+03
   393   0.177212E+04   0.217450E+02   0.132239E+02   0.124221E+07   0.438397E+03
   394   0.176490E+04   0.217506E+02   0.112623E+02   0.123815E+07   0.433334E+03
   395   0.175811E+04   0.217521E+02   0.930568E+01   0.123411E+07   0.428264E+03
   396   0.175175E+04   0.217497E+02   0.735485E+01   0.123008E+07   0.423186E+03
   397   0.174581E+04   0.217432E+02   0.541057E+01   0.122608E+07   0.418097E+03
   398   0.174031E+04   0.217327E+02   0.347361E+01   0.122209E+07   0.412997E+03
   399   0.173523E+04   0.217180E+02   0.154474E+01   0.121812E+07   0.407884E+03
   400   0.173057E+04   0.216995E+02  -0.375255E+00   0.121417E+07   0.402755E+03
   401   0.172633E+04   0.216768E+02  -0.228562E+01   0.121023E+07   0.397610E+03
   402   0.172252E+04   0.216502E+02  -0.418557E+01   0.120631E+07   0.392450E+03
   403   0.171911E+04   0.216196E+02  -0.607435E+01   0.120241E+07   0.387277E+03
   404   0.171613E+04   0.215850E+02  -0.795117E+01   0.119853E+07   0.382093E+03
   405   0.171354E+04   0.215464E+02  -0.981527E+01   0.119466E+07   0.376900E+03
   406   0.171136E+04   0.215039E+02  -0.116659E+02   0.119081E+07   0.371699E+03
   407   0.170958E+04   0.214575E+02  -0.135023E+02   0.118698E+07   0.366494E+03
   408   0.170819E+04   0.214070E+02  -0.153237E+02   0.118317E+07   0.361284E+03
   409   0.170718E+04   0.213528E+02  -0.171292E+02   0.117937E+07   0.356074E+03
   410   0.170657E+04   0.212947E+02  -0.189182E+02   0.117559E+07   0.350864E+03
   411   0.170632E+04   0.212328E+02  -0.206900E+02   0.117182E+07   0.345657E+03
   412   0.170645E+04   0.211670E+02  -0.224439E+02   0.116807E+07   0.340453E+03
   413   0.170695E+04   0.210975E+02  -0.241794E+02   0.116434E+07   0.335257E+03
   414   0.170781E+04   0.210242E+02  -0.258956E+02   0.116062E+07   0.330068E+03
   415   0.170902E+04   0.209474E+02  -0.275921E+02   0.115693E+07   0.324890E+03
   416   0.171060E+04   0.208668E+02  -0.292682E+02   0.115324E+07   0.319724E+03
   417   0.171252E+04   0.207826E+02  -0.309231E+02   0.114958E+07   0.314572E+03
   418   0.171479E+04   0.206948E+02  -0.325563E+02   0.114593E+07   0.309436E+03
   419   0.171739E+04   0.206035E+02  -0.341671E+02   0.114229E+07   0.304318E+03
   420   0.172034E+04   0.205087E+02  -0.357548E+02   0.113867E+07   0.299220E+03
   421   0.172361E+04   0.204104E+02  -0.373188E+02   0.113507E+07   0.294144E+03
   422   0.172720E+04   0.203086E+02  -0.388583E+02   0.113149E+07   0.289091E+03
   423   0.173112E+04   0.202033E+02  -0.403728E+02   0.112792E+07   0.284065E+03
   424   0.173535E+04   0.200947E+02  -0.418617E+02   0.112436E+07   0.279066E+03
   425   0.173989E+04   0.199827E+02  -0.433243E+02   0.112082E+07   0.274096E+03
   426   0.174473E+04   0.198675E+02  -0.447604E+02   0.111730E+07   0.269158E+03
   427   0.174985E+04   0.197492E+02  -0.461695E+02   0.111379E+07   0.264254E+03
   428   0.175527E+04   0.196278E+02  -0.475511E+02   0.111030E+07   0.259385E+03
   429   0.176096E+04   0.195033E+02  -0.489048E+02   0.110682E+07   0.254553E+03
   430   0.176691E+04   0.193759E+02  -0.502301E+02   0.110336E+07   0.249761E+03
   431   0.177313E+04   0.192457E+02  -0.515266E+02   0.109991E+07   0.245009E+03
   432   0.177961E+04   0.191127E+02  -0.527939E+02   0.109648E+07   0.240301E+03
   433   0.178634E+04   0.189770E+02  -0.540315E+02   0.109306E+07   0.235638E+03
   434   0.179332E+04   0.188387E+02  -0.552390E+02   0.108966E+07   0.231023E+03
   435   0.180054E+04   0.186977E+02  -0.564158E+02   0.108627E+07   0.226456E+03
   436   0.180799E+04   0.185541E+02  -0.575616E+02   0.108290E+07   0.221940E+03
   437   0.181568E+04   0.184080E+02  -0.586759E+02   0.107954E+07   0.217476E+03
   438   0.182359E+04   0.182596E+02  -0.597583E+02   0.107620E+07   0.213068E+03
   439   0.183172E+04   0.181088E+02  -0.608083E+02   0.107287E+07   0.208716E+03
   440   0.184006E+04   0.179557E+02  -0.618257E+02   0.106956E+07   0.204423E+03
   441   0.184860E+04   0.178004E+02  -0.628102E+02   0.106626E+07   0.200191E+03
   442   0.185733E+04   0.176430E+02  -0.637614E+02   0.106297E+07   0.196021E+03
   443   0.186625E+04   0.174835E+02  -0.646789E+02   0.105970E+07   0.191916E+03
   444   0.187533E+04   0.173221E+02  -0.655625E+02   0.105645E+07   0.187877E+03
   445   0.188458E+04   0.171589E+02  -0.664118E+02   0.105320E+07   0.183906E+03
   446   0.189398E+04   0.169938E+02  -0.672267E+02   0.104998E+07   0.180006E+03
   447   0.190353E+04   0.168271E+02  -0.680070E+02   0.104676E+07   0.176178E+03
   448   0.191324E+04   0.166588E+02  -0.687527E+02   0.104356E+07   0.172424E+03
   449   0.192309E+04   0.164891E+02  -0.694634E+02   0.104037E+07   0.168746E+03
   450   0.193308E+04   0.163178E+02  -0.701392E+02   0.103720E+07   0.165146E+03
   451   0.194320E+04   0.161453E+02  -0.707799E+02   0.103404E+07   0.161625E+03
   452   0.195345E+04   0.159716E+02  -0.713853E+02   0.103090E+07   0.158184E+03
   453   0.196381E+04   0.157967E+02  -0.719552E+02   0.102777E+07   0.154821E+03
   454   0.197429E+04   0.156207E+02  -0.724894E+02   0.102465E+07   0.151534E+03
   455   0.198486E+04   0.154439E+02  -0.729878E+02   0.102154E+07   0.148324E+03
   456   0.199552E+04   0.152661E+02  -0.734501E+02   0.101845E+07   0.145188E+03
   457   0.200626E+04   0.150875E+02  -0.738761E+02   0.101537E+07   0.142127E+03
   458   0.201707E+04   0.149082E+02  -0.742657E+02   0.101231E+07   0.139138E+03
   459   0.202793E+04   0.147283E+02  -0.746188E+02   0.100925E+07   0.136222E+03
   460   0.203886E+04   0.145480E+02  -0.749356E+02   0.100622E+07   0.133376E+03
   461   0.204983E+04   0.143671E+02  -0.752152E+02   0.100319E+07   0.130601E+03
   462   0.206085E+04   0.141861E+02  -0.754599E+02   0.100018E+07   0.127894E+03
   463   0.207191E+04   0.140049E+02  -0.756683E+02   0.997176E+06   0.125255E+03
   464   0.208302E+04   0.138236E+02  -0.758411E+02   0.994189E+06   0.122684E+03
   465   0.209415E+04   0.136424E+02  -0.759782E+02   0.991215E+06   0.120178E+03
   466   0.210531E+04   0.134614E+02  -0.760804E+02   0.988253E+06   0.117738E+03
   467   0.211650E+04   0.132806E+02  -0.761469E+02   0.985304E+06   0.115361E+03
   468   0.212770E+04   0.131002E+02  -0.761786E+02   0.982368E+06   0.113048E+03
   469   0.213890E+04   0.129203E+02  -0.761754E+02   0.979444E+06   0.110796E+03
   470   0.215010E+04   0.127409E+02  -0.761373E+02   0.976532E+06   0.108606E+03
   471   0.216128E+04   0.125621E+02  -0.760635E+02   0.973633E+06   0.106475E+03
   472   0.217243E+04   0.123842E+02  -0.759556E+02   0.970746E+06   0.104404E+03
   473   0.218354E+04   0.122071E+02  -0.758120E+02   0.967872E+06   0.102390E+03
   474   0.219462E+04   0.120309E+02  -0.756350E+02   0.965010E+06   0.100434E+03
   475   0.220566E+04   0.118557E+02  -0.754231E+02   0.962159E+06   0.985335E+02
   476   0.221665E+04   0.116818E+02  -0.751770E+02   0.959321E+06   0.966881E+02
   477   0.222758E+04   0.115091E+02  -0.748976E+02   0.956495E+06   0.948968E+02
   478   0.223845E+04   0.113378E+02  -0.745847E+02   0.953681E+06   0.931584E+02
   479   0.224928E+04   0.111679E+02  -0.742394E+02   0.950879E+06   0.914721E+02
   480   0.226003E+04   0.109997E+02  -0.738611E+02   0.948088E+06   0.898369E+02
   481   0.227072E+04   0.108331E+02  -0.734506E+02   0.945310E+06   0.882517E+02
   482   0.228133E+04   0.106683E+02  -0.730081E+02   0.942543E+06   0.867155E+02
   483   0.229185E+04   0.105054E+02  -0.725341E+02   0.939787E+06   0.852273E+02
   484   0.230227E+04   0.103445E+02  -0.720288E+02   0.937044E+06   0.837862E+02
   485   0.231259E+04   0.101856E+02  -0.714927E+02   0.934311E+06   0.823912E+02
   486   0.232279E+04   0.100289E+02  -0.709261E+02   0.931590E+06   0.810411E+02
   487   0.233289E+04   0.987446E+01  -0.703293E+02   0.928881E+06   0.797352E+02
   488   0.234285E+04   0.972245E+01  -0.697029E+02   0.926183E+06   0.784723E+02
   489   0.235270E+04   0.957282E+01  -0.690473E+02   0.923496E+06   0.772514E+02
   490   0.236241E+04   0.942578E+01  -0.683631E+02   0.920820E+06   0.760716E+02
   491   0.237198E+04   0.928142E+01  -0.676508E+02   0.918155E+06   0.749319E+02
   492   0.238143E+04   0.913973E+01  -0.669107E+02   0.915502E+06   0.738312E+02
   493   0.239074E+04   0.900087E+01  -0.661436E+02   0.912859E+06   0.727686E+02
   494   0.239991E+04   0.886497E+01  -0.653497E+02   0.910227E+06   0.717430E+02
   495   0.240893E+04   0.873212E+01  -0.645298E+02   0.907606E+06   0.707535E+02
   496   0.241780E+04   0.860232E+01  -0.636843E+02   0.904996E+06   0.697991E+02
   497   0.242651E+04   0.847571E+01  -0.628137E+02   0.902397E+06   0.688787E+02
   498   0.243505E+04   0.835237E+01  -0.619186E+02   0.899808E+06   0.679915E+02
   499   0.244343E+04   0.823237E+01  -0.609996E+02   0.897230E+06   0.671363E+02
   500   0.245162E+04   0.811586E+01  -0.600571E+02   0.894663E+06   0.663121E+02
   501   0.245963E+04   0.800284E+01  -0.590917E+02   0.892106E+06   0.655182E+02
   502   0.246746E+04   0.789346E+01  -0.581042E+02   0.889559E+06   0.647541E+02
   503   0.247509E+04   0.778772E+01  -0.570951E+02   0.887023E+06   0.640194E+02
   504   0.248253E+04   0.768584E+01  -0.560652E+02   0.884497E+06   0.633140E+02
   505   0.248978E+04   0.758775E+01  -0.550151E+02   0.881981E+06   0.626374E+02
   506   0.249683E+04   0.749360E+01  -0.539456E+02   0.879476E+06   0.619895E+02
   507   0.250369E+04   0.740347E+01  -0.528572E+02   0.876981E+06   0.613698E+02
   508   0.251034E+04   0.731744E+01  -0.517508E+02   0.874496E+06   0.607782E+02
   509   0.251679E+04   0.723557E+01  -0.506270E+02   0.872021E+06   0.602144E+02
   510   0.252305E+04   0.715793E+01  -0.494865E+02   0.869557E+06   0.596779E+02
   511   0.252909E+04   0.708457E+01  -0.483299E+02   0.867102E+06   0.591687E+02
   512   0.253493E+04   0.701556E+01  -0.471580E+02   0.864658E+06   0.586862E+02
   513   0.254055E+04   0.695097E+01  -0.459715E+02   0.862223E+06   0.582303E+02
   514   0.254596E+04   0.689085E+01  -0.447711E+02   0.859798E+06   0.578007E+02
   515   0.255116E+04   0.683527E+01  -0.435574E+02   0.857384E+06   0.573970E+02
   516   0.255614E+04   0.678429E+01  -0.423313E+02   0.854979E+06   0.570190E+02
   517   0.256089E+04   0.673795E+01  -0.410933E+02   0.852584E+06   0.566664E+02
   518   0.256542E+04   0.669631E+01  -0.398444E+02   0.850199E+06   0.563389E+02
   519   0.256972E+04   0.665944E+01  -0.385852E+02   0.847823E+06   0.560362E+02
   520   0.257378E+04   0.662736E+01  -0.373163E+02   0.845457E+06   0.557579E+02
   521   0.257762E+04   0.660016E+01  -0.360387E+02   0.843101E+06   0.555039E+02
   522   0.258121E+04   0.657786E+01  -0.347530E+02   0.840754E+06   0.552738E+02
   523   0.258456E+04   0.656052E+01  -0.334600E+02   0.838418E+06   0.550673E+02
   524   0.258768E+04   0.654816E+01  -0.321603E+02   0.836090E+06   0.548841E+02
   525   0.259056E+04   0.654083E+01  -0.308548E+02   0.833772E+06   0.547239E+02
   526   0.259320E+04   0.653854E+01  -0.295442E+02   0.831464E+06   0.545865E+02
   527   0.259561E+04   0.654134E+01  -0.282292E+02   0.829164E+06   0.544716E+02
   528   0.259778E+04   0.654927E+01  -0.269106E+02   0.826875E+06   0.543787E+02
   529   0.259971E+04   0.656235E+01  -0.255890E+02   0.824594E+06   0.543078E+02
   530   0.260141E+04   0.658060E+01  -0.242654E+02   0.822323E+06   0.542583E+02
   531   0.260287E+04   0.660405E+01  -0.229405E+02   0.820061E+06   0.542302E+02
   532   0.260409E+04   0.663272E+01  -0.216151E+02   0.817809E+06   0.542230E+02
   533   0.260508E+04   0.666663E+01  -0.202900E+02   0.815565E+06   0.542365E+02
   534   0.260583E+04   0.670580E+01  -0.189661E+02   0.813331E+06   0.542704E+02
   535   0.260634E+04   0.675025E+01  -0.176441E+02   0.811106E+06   0.543244E+02
   536   0.260661E+04   0.680001E+01  -0.163248E+02   0.808889E+06   0.543982E+02
   537   0.260664E+04   0.685506E+01  -0.150090E+02   0.806682E+06   0.544915E+02
   538   0.260644E+04   0.691544E+01  -0.136974E+02   0.804484E+06   0.546040E+02
   539   0.260601E+04   0.698113E+01  -0.123909E+02   0.802294E+06   0.547354E+02
   540   0.260534E+04   0.705213E+01  -0.110900E+02   0.800114E+06   0.548854E+02
   541   0.260444E+04   0.712847E+01  -0.979566E+01   0.797942E+06   0.550538E+02
   542   0.260331E+04   0.721014E+01  -0.850858E+01   0.795779E+06   0.552402E+02
   543   0.260194E+04   0.729713E+01  -0.722947E+01   0.793625E+06   0.554443E+02
   544   0.260035E+04   0.738945E+01  -0.595906E+01   0.791480E+06   0.556659E+02
   545   0.259854E+04   0.748707E+01  -0.469805E+01   0.789343E+06   0.559046E+02
   546   0.259649E+04   0.758999E+01  -0.344713E+01   0.787215E+06   0.561602E+02
   547   0.259423E+04   0.769819E+01  -0.220699E+01   0.785096E+06   0.564324E+02
   548   0.259174E+04   0.781159E+01  -0.978323E+00   0.782985E+06   0.567208E+02
   549   0.258903E+04   0.793033E+01   0.238162E+00   0.780883E+06   0.570252E+02
   550   0.258609E+04   0.805421E+01   0.144178E+01   0.778789E+06   0.573453E+02
